FFMC,BUI,WSV,WindDir,FWIBin,Season,Ecoregion
91.94,29.57,26,240,2,Summer,All
92.39,35.39,0,0,2,Summer,All
88.3,9.86,26,250,1,Summer,All
90.58,14.54,11,260,1,Summer,All
88.61,14.87,30,230,1,Summer,All
88.66,10.01,24,200,1,Summer,All
88.72,6.64,43,220,1,Summer,All
88.54,13.5,32,250,1,Summer,All
90.37,16.93,44,240,1,Summer,All
89.75,19.55,19,230,1,Summer,All
89.18,21.9,32,180,1,Summer,All
87.74,13.82,20,290,1,Summer,All
84.2,3.58,48,280,1,Summer,All
85.57,5.15,39,240,1,Summer,All
89.91,14.74,26,340,1,Spring,All
93.26,18.49,33,310,1,Spring,All
92.38,24.84,13,40,2,Spring,All
92.43,29.61,4,180,2,Spring,All
92.99,34.71,30,170,2,Spring,All
91.63,36.64,15,40,3,Spring,All
91.68,39.58,9,140,3,Spring,All
91.73,43.08,6,340,3,Spring,All
89.27,45.15,22,60,3,Spring,All
88.91,47.52,17,30,4,Spring,All
84.75,39.01,22,80,3,Spring,All
84.8,30.98,24,120,2,Spring,All
88.07,11.06,24,260,1,Spring,All
91.05,20.13,26,220,1,Spring,All
88.37,14.94,28,290,1,Spring,All
87.96,14.28,20,30,1,Spring,All
88,16.05,20,10,1,Spring,All
88.05,18.79,15,60,1,Spring,All
88.52,23.25,11,220,1,Spring,All
88.5,20.65,19,270,1,Summer,All
90.75,25.51,22,280,2,Summer,All
90.89,29.67,20,290,2,Summer,All
88.78,31.95,19,70,2,Summer,All
89.21,35.51,11,50,2,Summer,All
88.24,38.67,28,230,3,Summer,All
89.05,42.38,11,300,3,Summer,All
87.79,37.02,17,280,3,Summer,All
85.48,29.96,20,40,2,Summer,All
86.27,33.03,19,60,2,Summer,All
86.17,24.31,17,40,2,Summer,All
87.09,12.76,28,230,1,Summer,All
90.63,18.54,17,260,1,Summer,All
92.38,24.82,26,250,2,Summer,All
90.53,28.86,15,70,2,Summer,All
87.82,31.57,11,70,2,Summer,All
87.71,18.7,22,220,1,Summer,All
88.68,26.77,11,50,2,Summer,All
90.93,32.05,6,110,2,Summer,All
92,26.25,26,250,2,Summer,All
89.96,29.16,20,350,2,Summer,All
90.01,32.47,20,10,2,Summer,All
88.65,34.75,11,40,2,Summer,All
88.7,37.58,7,220,3,Summer,All
88.75,40.44,9,50,3,Summer,All
88.8,43.55,11,30,3,Summer,All
88.65,49.28,9,20,4,Summer,All
89.85,53.09,22,240,4,Summer,All
87.7,43.17,30,330,3,Summer,All
88.53,46.18,30,260,4,Summer,All
89.17,49.51,22,240,4,Summer,All
86.16,51.18,17,360,4,Summer,All
89.15,54.64,30,240,4,Summer,All
86.74,42.27,19,80,3,Summer,All
89.25,45.95,9,250,3,Summer,All
89.3,49.45,24,250,4,Summer,All
89.36,52.44,26,310,4,Summer,All
89.41,54.7,9,270,4,Summer,All
87.48,48.74,32,180,4,Summer,All
89.47,52.5,32,190,4,Summer,All
87.77,54.43,6,30,4,Summer,All
85.01,25.29,35,280,2,Summer,All
88.24,28.96,30,250,2,Summer,All
86,13.97,33,350,1,Summer,All
86.09,16.12,24,270,1,Summer,All
86.51,15.34,26,230,1,Summer,All
86.39,8.45,35,270,1,Summer,All
86.44,9.87,32,340,1,Summer,All
89.12,19.28,20,230,1,Summer,All
89.44,23.6,20,230,2,Summer,All
89.76,27.86,24,240,2,Summer,All
89.81,31.47,6,340,2,Summer,All
89.08,34.51,22,210,2,Summer,All
89.13,36.88,28,290,3,Summer,All
88.75,39.13,9,250,3,Summer,All
86.29,42.69,13,210,3,Summer,All
87.09,46.64,19,160,4,Summer,All
86.69,48.58,35,180,4,Summer,All
87.87,51.23,22,200,4,Summer,All
88.67,53.81,28,260,4,Summer,All
88.68,55.89,13,70,4,Summer,All
88.73,58.57,33,190,4,Summer,All
84.91,12.29,30,220,1,Summer,All
85.66,14.84,43,290,1,Summer,All
84.53,14.62,28,240,1,Fall,All
83.28,11.64,41,270,1,Fall,All
84.99,12.34,39,260,1,Fall,All
85.02,9.6,44,270,1,Spring,All
86.87,11.11,32,310,1,Spring,All
85.9,11.53,30,250,1,Spring,All
90.01,14.38,20,230,1,Spring,All
83.65,13.53,32,150,1,Spring,All
89.31,18.06,24,190,1,Spring,All
84.4,14.75,33,250,1,Spring,All
86.7,16.06,28,290,1,Spring,All
88.35,19.51,22,20,1,Spring,All
88.4,15.74,17,160,1,Spring,All
82.54,9.38,46,20,1,Spring,All
90.93,20.95,22,220,1,Spring,All
90.98,25.26,15,200,2,Spring,All
82.77,16.54,32,320,1,Spring,All
91.47,27.6,22,200,2,Spring,All
87.13,21.4,20,180,1,Spring,All
85.98,11.56,30,350,1,Spring,All
88.69,13.45,22,140,1,Summer,All
89.55,18.39,13,240,1,Summer,All
90.29,23.48,20,20,1,Summer,All
90.22,27.9,17,200,2,Summer,All
87.49,30.44,13,160,2,Summer,All
89.23,34.91,20,170,2,Summer,All
89.04,24.97,17,130,2,Summer,All
88.25,13.81,24,260,1,Summer,All
88.5,25.31,13,60,2,Summer,All
89.87,30.09,6,150,2,Summer,All
89.05,30.72,9,30,2,Summer,All
87.97,23.55,22,250,2,Summer,All
89.53,22.49,28,210,1,Summer,All
91.65,28.86,17,230,2,Summer,All
89.65,18.23,24,210,1,Summer,All
86.88,18.82,20,140,1,Summer,All
90.41,16.64,32,230,1,Summer,All
88.17,19.76,22,190,1,Summer,All
89.62,24.42,30,200,2,Summer,All
87.34,10.31,24,220,1,Summer,All
88.19,9.92,35,250,1,Summer,All
88.54,13.89,30,230,1,Summer,All
88.59,13.83,20,210,1,Summer,All
88.7,20.89,13,190,1,Summer,All
88.75,24.57,20,240,2,Summer,All
91.05,28.78,30,230,2,Summer,All
90.55,31.64,24,260,2,Summer,All
86.56,19.24,24,260,1,Summer,All
87.77,21.12,26,260,1,Summer,All
85.33,21.93,22,310,1,Summer,All
86.35,24.72,17,310,2,Summer,All
87.04,28.52,35,250,2,Summer,All
89.1,30.7,28,210,2,Summer,All
87.84,32.32,9,230,2,Summer,All
88.32,34.19,20,260,2,Summer,All
86.67,27.4,17,160,2,Summer,All
83.57,17.75,32,360,1,Summer,All
86.11,16.34,33,260,1,Summer,All
85.63,17.83,28,210,1,Summer,All
87.26,20.15,24,270,1,Summer,All
86.67,25.16,24,160,2,Summer,All
91.11,18.2,9,80,1,Spring,All
91.94,22.13,11,100,1,Spring,All
93.74,26.79,4,200,2,Spring,All
87.8,28.3,13,30,2,Spring,All
88.83,35.11,17,230,2,Spring,All
88.88,38.13,9,80,3,Spring,All
85.42,31.62,17,230,2,Spring,All
86.37,33.23,39,330,2,Spring,All
87.24,35.15,30,350,2,Spring,All
90.52,38.44,11,240,3,Spring,All
87.69,20.74,22,290,1,Spring,All
87.73,23.51,13,40,1,Spring,All
87.4,28.96,13,60,2,Spring,All
86.49,30.68,19,60,2,Spring,All
85.59,32.07,17,50,2,Spring,All
84.22,33.41,22,60,2,Spring,All
83.63,32.4,20,60,2,Spring,All
89.21,38.52,6,360,3,Spring,All
88.96,33.71,32,250,2,Summer,All
88.3,37.09,33,250,3,Summer,All
89.2,40.45,30,290,3,Summer,All
91.29,45.03,22,230,3,Summer,All
91.34,49.44,26,280,4,Summer,All
88.52,44.71,19,240,3,Summer,All
90.23,49,13,280,4,Summer,All
91.17,53.78,19,270,4,Summer,All
87.54,35.57,20,320,2,Summer,All
85.63,20.68,48,310,1,Summer,All
84.67,24.78,22,180,2,Summer,All
89.7,29.64,35,250,2,Summer,All
93,36.48,46,250,3,Summer,All
90.49,28.04,19,270,2,Summer,All
90.54,32.99,37,250,2,Summer,All
87.59,35.45,19,40,2,Summer,All
87.64,39.16,7,60,3,Summer,All
84.91,40.5,30,50,3,Summer,All
87.46,45.76,13,190,3,Summer,All
87.24,29.76,20,200,2,Summer,All
88.84,26.29,9,60,2,Summer,All
92.01,33.39,4,130,2,Summer,All
90.39,38.13,9,50,3,Summer,All
89.04,41.79,30,270,3,Summer,All
90.24,46.61,19,270,4,Summer,All
88.9,49.84,19,290,4,Summer,All
88.95,33.73,7,80,2,Summer,All
86.81,11.92,28,250,1,Summer,All
87.84,13.42,28,270,1,Summer,All
91.74,20.25,32,220,1,Summer,All
88.6,19.81,26,290,1,Summer,All
90.5,24.69,30,230,2,Summer,All
89.65,27.17,13,40,2,Summer,All
85.35,28.54,26,50,2,Summer,All
86.77,28.33,43,290,2,Summer,All
86.82,17.71,26,230,1,Summer,All
86.86,20.94,22,230,1,Summer,All
87.43,11.08,26,250,1,Summer,All
85.9,18.02,32,60,1,Summer,All
85.06,13.71,28,220,1,Summer,All
87.68,20.96,26,240,1,Summer,All
87.73,23.73,35,240,2,Summer,All
88.01,26.23,30,270,2,Summer,All
84.14,19.23,30,190,1,Summer,All
85,12.76,50,250,1,Summer,All
86.12,15.76,35,240,1,Summer,All
